station_id,value,date,device_id,name,location
S115,29.9,2023-11-26,,,
S24,30.1,2023-11-26,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,30.1,2023-11-26,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,29.9,2023-11-26,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,29.6,2023-11-27,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,29.9,2023-11-27,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,30.0,2023-11-27,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,28.7,2023-11-27,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,30.5,2023-11-27,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,29.1,2023-11-27,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,30.0,2023-11-27,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,29.3,2023-11-27,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,29.6,2023-11-27,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,29.8,2023-11-27,,,
S24,30.6,2023-11-27,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,29.2,2023-11-27,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,30.9,2023-11-27,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,30.4,2023-11-28,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,32.0,2023-11-28,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,31.7,2023-11-28,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,30.5,2023-11-28,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,30.5,2023-11-28,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,30.6,2023-11-28,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,30.6,2023-11-28,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,30.9,2023-11-28,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,31.6,2023-11-28,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,31.3,2023-11-28,,,
S24,30.7,2023-11-28,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,30.9,2023-11-28,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,30.2,2023-11-28,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,28.6,2023-11-29,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,28.9,2023-11-29,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,28.5,2023-11-29,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,28.1,2023-11-29,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,28.3,2023-11-29,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,28.5,2023-11-29,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,28.8,2023-11-29,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,28.5,2023-11-29,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,29.3,2023-11-29,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,28.3,2023-11-29,,,
S24,28.2,2023-11-29,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,28.7,2023-11-29,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,28.4,2023-11-29,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,29.2,2023-11-30,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,30.8,2023-11-30,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,31.7,2023-11-30,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,30.4,2023-11-30,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,30.1,2023-11-30,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,30.8,2023-11-30,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,30.9,2023-11-30,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,29.7,2023-11-30,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,30.2,2023-11-30,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,30.7,2023-11-30,,,
S24,32.1,2023-11-30,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,30.8,2023-11-30,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,29.4,2023-11-30,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,28.6,2023-12-01,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,28.3,2023-12-01,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,27.9,2023-12-01,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,28.3,2023-12-01,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,28.3,2023-12-01,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,27.6,2023-12-01,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,28.6,2023-12-01,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,29.2,2023-12-01,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,28.8,2023-12-01,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,27.8,2023-12-01,,,
S24,27.8,2023-12-01,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,28.3,2023-12-01,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,27.9,2023-12-01,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,31.6,2023-12-02,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S50,31.9,2023-12-02,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,30.5,2023-12-02,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,30.8,2023-12-02,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,31.2,2023-12-02,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,31.8,2023-12-02,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,31.5,2023-12-02,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,31.0,2023-12-02,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,30.4,2023-12-02,,,
S24,30.8,2023-12-02,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,30.5,2023-12-02,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,31.6,2023-12-02,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,26.6,2023-12-03,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,26.5,2023-12-03,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,26.5,2023-12-03,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,26.7,2023-12-03,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,27.2,2023-12-03,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,25.5,2023-12-03,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,25.5,2023-12-03,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,26.1,2023-12-03,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,27.0,2023-12-03,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,26.4,2023-12-03,,,
S24,26.7,2023-12-03,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,26.7,2023-12-03,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,25.4,2023-12-03,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,26.7,2023-12-04,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,27.1,2023-12-04,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,25.9,2023-12-04,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,26.4,2023-12-04,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,27.0,2023-12-04,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,26.2,2023-12-04,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,27.6,2023-12-04,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,25.0,2023-12-04,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,25.6,2023-12-04,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,27.2,2023-12-04,,,
S24,29.0,2023-12-04,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,26.0,2023-12-04,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,27.8,2023-12-04,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,30.7,2023-12-05,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,31.2,2023-12-05,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,32.3,2023-12-05,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,29.1,2023-12-05,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,30.0,2023-12-05,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,31.5,2023-12-05,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,31.6,2023-12-05,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,29.9,2023-12-05,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,28.9,2023-12-05,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,30.0,2023-12-05,,,
S24,29.4,2023-12-05,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,30.1,2023-12-05,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,29.6,2023-12-05,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,30.4,2023-12-06,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,27.4,2023-12-06,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,30.5,2023-12-06,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,29.1,2023-12-06,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,30.6,2023-12-06,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,27.7,2023-12-06,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,30.3,2023-12-06,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,30.6,2023-12-06,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,31.2,2023-12-06,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,29.0,2023-12-06,,,
S24,31.7,2023-12-06,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,29.8,2023-12-06,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,28.8,2023-12-06,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,30.3,2023-12-07,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,30.2,2023-12-07,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,29.5,2023-12-07,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,30.1,2023-12-07,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,30.3,2023-12-07,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,29.6,2023-12-07,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,30.0,2023-12-07,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,29.1,2023-12-07,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,30.6,2023-12-07,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,30.3,2023-12-07,,,
S24,30.7,2023-12-07,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,29.6,2023-12-07,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,29.5,2023-12-07,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,30.8,2023-12-08,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,30.6,2023-12-08,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,31.1,2023-12-08,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,30.1,2023-12-08,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,30.8,2023-12-08,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,31.1,2023-12-08,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,30.2,2023-12-08,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,30.6,2023-12-08,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,31.7,2023-12-08,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,30.5,2023-12-08,,,
S24,31.1,2023-12-08,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,30.2,2023-12-08,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,30.7,2023-12-08,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,29.6,2023-12-09,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,29.4,2023-12-09,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,29.9,2023-12-09,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,29.4,2023-12-09,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,30.2,2023-12-09,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,29.3,2023-12-09,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,29.7,2023-12-09,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,29.3,2023-12-09,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,28.8,2023-12-09,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,29.7,2023-12-09,,,
S24,27.5,2023-12-09,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,29.3,2023-12-09,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,29.1,2023-12-09,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,29.8,2023-12-10,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,29.5,2023-12-10,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,29.5,2023-12-10,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,29.5,2023-12-10,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,30.0,2023-12-10,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,29.2,2023-12-10,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,29.5,2023-12-10,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,29.4,2023-12-10,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,29.7,2023-12-10,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,29.5,2023-12-10,,,
S24,29.8,2023-12-10,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,29.4,2023-12-10,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,29.4,2023-12-10,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,31.2,2023-12-11,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,30.6,2023-12-11,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,32.3,2023-12-11,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,30.8,2023-12-11,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,30.4,2023-12-11,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,30.6,2023-12-11,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,30.1,2023-12-11,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,30.0,2023-12-11,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,31.6,2023-12-11,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,30.4,2023-12-11,,,
S24,30.7,2023-12-11,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,30.9,2023-12-11,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,29.9,2023-12-11,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,30.1,2023-12-12,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,29.1,2023-12-12,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,30.7,2023-12-12,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,28.3,2023-12-12,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,29.1,2023-12-12,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,28.6,2023-12-12,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,30.8,2023-12-12,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,30.9,2023-12-12,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,27.4,2023-12-12,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,29.2,2023-12-12,,,
S24,28.3,2023-12-12,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,29.7,2023-12-12,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,26.2,2023-12-12,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,30.7,2023-12-13,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,30.5,2023-12-13,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,30.3,2023-12-13,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,30.4,2023-12-13,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,30.4,2023-12-13,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,29.6,2023-12-13,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,30.1,2023-12-13,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,30.7,2023-12-13,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S115,29.7,2023-12-13,,,
S24,31.1,2023-12-13,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,29.8,2023-12-13,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,30.8,2023-12-13,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,31.1,2023-12-14,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,30.7,2023-12-14,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,30.3,2023-12-14,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,29.3,2023-12-14,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,31.0,2023-12-14,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,29.7,2023-12-14,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,31.2,2023-12-14,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,30.8,2023-12-14,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,30.7,2023-12-14,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,29.4,2023-12-14,,,
S24,31.4,2023-12-14,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,29.5,2023-12-14,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,31.7,2023-12-14,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,30.4,2023-12-15,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,31.3,2023-12-15,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,31.0,2023-12-15,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,29.1,2023-12-15,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,30.3,2023-12-15,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,27.5,2023-12-15,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,29.8,2023-12-15,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,29.5,2023-12-15,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,30.3,2023-12-15,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,29.3,2023-12-15,,,
S24,30.1,2023-12-15,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,29.7,2023-12-15,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,30.8,2023-12-15,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,30.6,2023-12-16,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,30.7,2023-12-16,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,30.3,2023-12-16,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,30.2,2023-12-16,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,30.3,2023-12-16,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,30.8,2023-12-16,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,31.0,2023-12-16,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,30.0,2023-12-16,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,31.0,2023-12-16,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,30.4,2023-12-16,,,
S24,30.5,2023-12-16,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,30.8,2023-12-16,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,29.6,2023-12-16,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,30.4,2023-12-17,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,30.8,2023-12-17,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,30.6,2023-12-17,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,30.1,2023-12-17,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,30.9,2023-12-17,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,29.8,2023-12-17,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,30.3,2023-12-17,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,29.5,2023-12-17,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,31.7,2023-12-17,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,30.1,2023-12-17,,,
S24,30.8,2023-12-17,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,30.1,2023-12-17,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,30.1,2023-12-17,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,30.0,2023-12-18,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,31.2,2023-12-18,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
